NUM_PARTICIO;ID_EMPRESA;ANY_FACTURA;NUM_FACTURA;NUM_LINEA;NUM_CONCEPTE;BASE_CONCEPTE;TIP_TAXA_CONCEP;PREU_CONCEPTE;IMP_CONCEPTE;IVA_APLICAT_CONC;OBSER_CONCEPTE
1;AB;2023;316;3;CA6;3;M;2.0;6.0;0.0;Canon tram 3
1;AB;2023;316;4;CA7;11;M;3.5;38.5;0.0;Canon tram 4
1;AB;2023;316;5;CA5;55.0;P;10.0;5.5;10.0;IVA canon
1;AB;2023;316;6;CL1;29;M;0.4;11.6;0.0;Clavegueram tram 1
1;AB;2023;316;7;CL2;14;M;0.6;8.4;0.0;Clavegueram tram 2
1;AB;2023;316;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2023;317;1;CA1;9;M;0.5;4.5;0.0;Canon tram 1
1;AB;2023;317;2;CA2;6;M;1.0;6.0;0.0;Canon tram 2
1;AB;2023;317;3;CA6;3;M;2.0;6.0;0.0;Canon tram 3
1;AB;2023;317;4;CA7;8;M;3.5;28.0;0.0;Canon tram 4
1;AB;2023;317;5;CA5;44.5;P;10.0;4.45;10.0;IVA canon
1;AB;2023;317;6;CL1;26;M;0.4;10.4;0.0;Clavegueram tram 1
1;AB;2023;317;7;CL2;11;M;0.6;6.6;0.0;Clavegueram tram 2
1;AB;2023;317;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;385;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;385;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;385;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;385;4;CA7;8;M;4.0;32.0;0.0;Canon tram 4
1;AB;2024;385;5;CA5;51.8;P;10.0;5.18;10.0;IVA canon
1;AB;2024;385;6;CL1;26;M;0.4;10.4;0.0;Clavegueram tram 1
1;AB;2024;385;7;CL2;11;M;0.6;6.6;0.0;Clavegueram tram 2
1;AB;2024;385;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;386;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;386;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;386;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;386;4;CA7;11;M;4.0;44.0;0.0;Canon tram 4
1;AB;2024;386;5;CA5;63.8;P;10.0;6.38;10.0;IVA canon
1;AB;2024;386;6;CL1;29;M;0.4;11.6;0.0;Clavegueram tram 1
1;AB;2024;386;7;CL2;14;M;0.6;8.4;0.0;Clavegueram tram 2
1;AB;2024;386;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;387;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;387;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;387;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;387;4;CA7;12;M;4.0;48.0;0.0;Canon tram 4
1;AB;2024;387;5;CA5;67.8;P;10.0;6.78;10.0;IVA canon
1;AB;2024;387;6;CL1;30;M;0.4;12.0;0.0;Clavegueram tram 1
1;AB;2024;387;7;CL2;15;M;0.6;9.0;0.0;Clavegueram tram 2
1;AB;2024;387;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;388;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;388;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;388;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;388;4;CA7;9;M;4.0;36.0;0.0;Canon tram 4
1;AB;2024;388;5;CA5;55.8;P;10.0;5.58;10.0;IVA canon
1;AB;2024;388;6;CL1;27;M;0.4;10.8;0.0;Clavegueram tram 1
1;AB;2024;388;7;CL2;12;M;0.6;7.2;0.0;Clavegueram tram 2
1;AB;2024;388;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;389;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;389;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;389;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;389;4;CA7;10;M;4.0;40.0;0.0;Canon tram 4
1;AB;2024;389;5;CA5;59.8;P;10.0;5.98;10.0;IVA canon
1;AB;2024;389;6;CL1;28;M;0.4;11.2;0.0;Clavegueram tram 1
1;AB;2024;389;7;CL2;13;M;0.6;7.8;0.0;Clavegueram tram 2
1;AB;2024;389;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;390;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;390;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;390;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;390;4;CA7;9;M;4.0;36.0;0.0;Canon tram 4
1;AB;2024;390;5;CA5;55.8;P;10.0;5.58;10.0;IVA canon
1;AB;2024;390;6;CL1;27;M;0.4;10.8;0.0;Clavegueram tram 1
1;AB;2024;390;7;CL2;12;M;0.6;7.2;0.0;Clavegueram tram 2
1;AB;2024;390;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;391;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;391;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;391;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;391;4;CA7;12;M;4.0;48.0;0.0;Canon tram 4
1;AB;2024;391;5;CA5;67.8;P;10.0;6.78;10.0;IVA canon
1;AB;2024;391;6;CL1;30;M;0.4;12.0;0.0;Clavegueram tram 1
1;AB;2024;391;7;CL2;15;M;0.6;9.0;0.0;Clavegueram tram 2
1;AB;2024;391;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;392;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;392;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;392;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;392;4;CA7;12;M;4.0;48.0;0.0;Canon tram 4
1;AB;2024;392;5;CA5;67.8;P;10.0;6.78;10.0;IVA canon
1;AB;2024;392;6;CL1;33;M;0.4;13.2;0.0;Clavegueram tram 1
1;AB;2024;392;7;CL2;18;M;0.6;10.8;0.0;Clavegueram tram 2
1;AB;2024;392;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;393;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;393;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;393;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;393;4;CA7;10;M;4.0;40.0;0.0;Canon tram 4
1;AB;2024;393;5;CA5;59.8;P;10.0;5.98;10.0;IVA canon
1;AB;2024;393;6;CL1;28;M;0.4;11.2;0.0;Clavegueram tram 1
1;AB;2024;393;7;CL2;13;M;0.6;7.8;0.0;Clavegueram tram 2
1;AB;2024;393;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;394;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;394;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;394;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;394;4;CA7;8;M;4.0;32.0;0.0;Canon tram 4
1;AB;2024;394;5;CA5;51.8;P;10.0;5.18;10.0;IVA canon
1;AB;2024;394;6;CL1;26;M;0.4;10.4;0.0;Clavegueram tram 1
1;AB;2024;394;7;CL2;11;M;0.6;6.6;0.0;Clavegueram tram 2
1;AB;2024;394;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;395;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;395;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;395;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;395;4;CA7;9;M;4.0;36.0;0.0;Canon tram 4
1;AB;2024;395;5;CA5;55.8;P;10.0;5.58;10.0;IVA canon
1;AB;2024;395;6;CL1;27;M;0.4;10.8;0.0;Clavegueram tram 1
1;AB;2024;395;7;CL2;12;M;0.6;7.2;0.0;Clavegueram tram 2
1;AB;2024;395;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;396;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;396;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;396;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;396;4;CA7;9;M;4.0;36.0;0.0;Canon tram 4
1;AB;2024;396;5;CA5;55.8;P;10.0;5.58;10.0;IVA canon
1;AB;2024;396;6;CL1;27;M;0.4;10.8;0.0;Clavegueram tram 1
1;AB;2024;396;7;CL2;12;M;0.6;7.2;0.0;Clavegueram tram 2
1;AB;2024;396;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;461;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;461;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;461;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;461;4;CA7;7;M;4.0;28.0;0.0;Canon tram 4
1;AB;2025;461;5;CA5;47.8;P;10.0;4.78;10.0;IVA canon
1;AB;2025;461;6;CL1;25;M;0.4;10.0;0.0;Clavegueram tram 1
1;AB;2025;461;7;CL2;10;M;0.6;6.0;0.0;Clavegueram tram 2
1;AB;2025;461;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;462;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;462;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;462;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;462;4;CA7;10;M;4.0;40.0;0.0;Canon tram 4
1;AB;2025;462;5;CA5;59.8;P;10.0;5.98;10.0;IVA canon
1;AB;2025;462;6;CL1;28;M;0.4;11.2;0.0;Clavegueram tram 1
1;AB;2025;462;7;CL2;13;M;0.6;7.8;0.0;Clavegueram tram 2
1;AB;2025;462;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;463;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;463;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;463;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;463;4;CA7;10;M;4.0;40.0;0.0;Canon tram 4
1;AB;2025;463;5;CA5;59.8;P;10.0;5.98;10.0;IVA canon
1;AB;2025;463;6;CL1;28;M;0.4;11.2;0.0;Clavegueram tram 1
1;AB;2025;463;7;CL2;13;M;0.6;7.8;0.0;Clavegueram tram 2
1;AB;2025;463;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;464;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;464;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;464;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;464;4;CA7;9;M;4.0;36.0;0.0;Canon tram 4
1;AB;2025;464;5;CA5;55.8;P;10.0;5.58;10.0;IVA canon
1;AB;2025;464;6;CL1;27;M;0.4;10.8;0.0;Clavegueram tram 1
1;AB;2025;464;7;CL2;12;M;0.6;7.2;0.0;Clavegueram tram 2
1;AB;2025;464;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;465;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;465;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;465;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;465;4;CA7;11;M;4.0;44.0;0.0;Canon tram 4
1;AB;2025;465;5;CA5;63.8;P;10.0;6.38;10.0;IVA canon
1;AB;2025;465;6;CL1;29;M;0.4;11.6;0.0;Clavegueram tram 1
1;AB;2025;465;7;CL2;14;M;0.6;8.4;0.0;Clavegueram tram 2
1;AB;2025;465;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;466;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;466;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;466;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;466;4;CA7;12;M;4.0;48.0;0.0;Canon tram 4
1;AB;2025;466;5;CA5;67.8;P;10.0;6.78;10.0;IVA canon
1;AB;2025;466;6;CL1;30;M;0.4;12.0;0.0;Clavegueram tram 1
1;AB;2025;466;7;CL2;15;M;0.6;9.0;0.0;Clavegueram tram 2
1;AB;2025;466;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;467;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;467;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;467;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;467;4;CA7;11;M;4.0;44.0;0.0;Canon tram 4
1;AB;2025;467;5;CA5;63.8;P;10.0;6.38;10.0;IVA canon
1;AB;2025;467;6;CL1;29;M;0.4;11.6;0.0;Clavegueram tram 1
1;AB;2025;467;7;CL2;14;M;0.6;8.4;0.0;Clavegueram tram 2
1;AB;2025;467;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;468;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;468;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;468;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;468;4;CA7;12;M;4.0;48.0;0.0;Canon tram 4
1;AB;2025;468;5;CA5;67.8;P;10.0;6.78;10.0;IVA canon
1;AB;2025;468;6;CL1;32;M;0.4;12.8;0.0;Clavegueram tram 1
1;AB;2025;468;7;CL2;17;M;0.6;10.2;0.0;Clavegueram tram 2
1;AB;2025;468;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;469;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;469;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;469;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;469;4;CA7;9;M;4.0;36.0;0.0;Canon tram 4
1;AB;2025;469;5;CA5;55.8;P;10.0;5.58;10.0;IVA canon
1;AB;2025;469;6;CL1;27;M;0.4;10.8;0.0;Clavegueram tram 1
1;AB;2025;469;7;CL2;12;M;0.6;7.2;0.0;Clavegueram tram 2
1;AB;2025;469;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;470;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;470;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;470;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;470;4;CA7;9;M;4.0;36.0;0.0;Canon tram 4
1;AB;2025;470;5;CA5;55.8;P;10.0;5.58;10.0;IVA canon
1;AB;2025;470;6;CL1;27;M;0.4;10.8;0.0;Clavegueram tram 1
1;AB;2025;470;7;CL2;12;M;0.6;7.2;0.0;Clavegueram tram 2
1;AB;2025;470;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;471;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;471;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;471;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;471;4;CA7;7;M;4.0;28.0;0.0;Canon tram 4
1;AB;2025;471;5;CA5;47.8;P;10.0;4.78;10.0;IVA canon
1;AB;2025;471;6;CL1;25;M;0.4;10.0;0.0;Clavegueram tram 1
1;AB;2025;471;7;CL2;10;M;0.6;6.0;0.0;Clavegueram tram 2
1;AB;2025;471;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2025;472;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2025;472;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2025;472;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2025;472;4;CA7;9;M;4.0;36.0;0.0;Canon tram 4
1;AB;2025;472;5;CA5;55.8;P;10.0;5.58;10.0;IVA canon
1;AB;2025;472;6;CL1;27;M;0.4;10.8;0.0;Clavegueram tram 1
1;AB;2025;472;7;CL2;12;M;0.6;7.2;0.0;Clavegueram tram 2
1;AB;2025;472;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2026;315;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2026;315;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2026;315;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2026;315;4;CA7;7;M;4.0;28.0;0.0;Canon tram 4
1;AB;2026;315;5;CA5;47.8;P;10.0;4.78;10.0;IVA canon
1;AB;2026;315;6;CL1;25;M;0.4;10.0;0.0;Clavegueram tram 1
1;AB;2026;315;7;CL2;10;M;0.6;6.0;0.0;Clavegueram tram 2
1;AB;2026;315;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2026;316;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2026;316;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2026;316;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2026;316;4;CA7;11;M;4.0;44.0;0.0;Canon tram 4
1;AB;2026;316;5;CA5;63.8;P;10.0;6.38;10.0;IVA canon
1;AB;2026;316;6;CL1;29;M;0.4;11.6;0.0;Clavegueram tram 1
1;AB;2026;316;7;CL2;14;M;0.6;8.4;0.0;Clavegueram tram 2
1;AB;2026;316;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2026;317;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2026;317;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2026;317;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2026;317;4;CA7;9;M;4.0;36.0;0.0;Canon tram 4
1;AB;2026;317;5;CA5;55.8;P;10.0;5.58;10.0;IVA canon
1;AB;2026;317;6;CL1;27;M;0.4;10.8;0.0;Clavegueram tram 1
1;AB;2026;317;7;CL2;12;M;0.6;7.2;0.0;Clavegueram tram 2
1;AB;2026;317;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2026;318;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2026;318;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2026;318;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2026;318;4;CA7;11;M;4.0;44.0;0.0;Canon tram 4
1;AB;2026;318;5;CA5;63.8;P;10.0;6.38;10.0;IVA canon
1;AB;2026;318;6;CL1;29;M;0.4;11.6;0.0;Clavegueram tram 1
1;AB;2026;318;7;CL2;14;M;0.6;8.4;0.0;Clavegueram tram 2
1;AB;2026;318;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2026;319;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2026;319;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2026;319;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2026;319;4;CA7;12;M;4.0;48.0;0.0;Canon tram 4
1;AB;2026;319;5;CA5;67.8;P;10.0;6.78;10.0;IVA canon
1;AB;2026;319;6;CL1;31;M;0.4;12.4;0.0;Clavegueram tram 1
1;AB;2026;319;7;CL2;16;M;0.6;9.6;0.0;Clavegueram tram 2
1;AB;2026;319;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2026;320;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2026;320;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2026;320;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2026;320;4;CA7;9;M;4.0;36.0;0.0;Canon tram 4
1;AB;2026;320;5;CA5;55.8;P;10.0;5.58;10.0;IVA canon
1;AB;2026;320;6;CL1;27;M;0.4;10.8;0.0;Clavegueram tram 1
1;AB;2026;320;7;CL2;12;M;0.6;7.2;0.0;Clavegueram tram 2
1;AB;2026;320;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2026;321;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2026;321;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2026;321;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2026;321;4;CA7;12;M;4.0;48.0;0.0;Canon tram 4
1;AB;2026;321;5;CA5;67.8;P;10.0;6.78;10.0;IVA canon
1;AB;2026;321;6;CL1;33;M;0.4;13.2;0.0;Clavegueram tram 1
1;AB;2026;321;7;CL2;18;M;0.6;10.8;0.0;Clavegueram tram 2
1;AB;2026;321;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2023;318;1;CA1;9;M;0.5;4.5;0.0;Canon tram 1
1;AB;2023;318;2;CA2;6;M;1.0;6.0;0.0;Canon tram 2
1;AB;2023;318;3;CA6;3;M;2.0;6.0;0.0;Canon tram 3
1;AB;2023;318;4;CA7;3;M;3.5;10.5;0.0;Canon tram 4
1;AB;2023;318;5;CA5;27.0;P;10.0;2.7;10.0;IVA canon
1;AB;2023;318;6;CL1;21;M;0.4;8.4;0.0;Clavegueram tram 1
1;AB;2023;318;7;CL2;6;M;0.6;3.6;0.0;Clavegueram tram 2
1;AB;2023;318;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2023;319;1;CA1;9;M;0.5;4.5;0.0;Canon tram 1
1;AB;2023;319;2;CA2;6;M;1.0;6.0;0.0;Canon tram 2
1;AB;2023;319;3;CA6;3;M;2.0;6.0;0.0;Canon tram 3
1;AB;2023;319;4;CA7;4;M;3.5;14.0;0.0;Canon tram 4
1;AB;2023;319;5;CA5;30.5;P;10.0;3.05;10.0;IVA canon
1;AB;2023;319;6;CL1;22;M;0.4;8.8;0.0;Clavegueram tram 1
1;AB;2023;319;7;CL2;7;M;0.6;4.2;0.0;Clavegueram tram 2
1;AB;2023;319;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;397;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;397;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;397;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;397;4;CA7;3;M;4.0;12.0;0.0;Canon tram 4
1;AB;2024;397;5;CA5;31.8;P;10.0;3.18;10.0;IVA canon
1;AB;2024;397;6;CL1;21;M;0.4;8.4;0.0;Clavegueram tram 1
1;AB;2024;397;7;CL2;6;M;0.6;3.6;0.0;Clavegueram tram 2
1;AB;2024;397;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;398;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;398;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;398;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;398;4;CA7;1;M;4.0;4.0;0.0;Canon tram 4
1;AB;2024;398;5;CA5;23.8;P;10.0;2.38;10.0;IVA canon
1;AB;2024;398;6;CL1;19;M;0.4;7.6;0.0;Clavegueram tram 1
1;AB;2024;398;7;CL2;4;M;0.6;2.4;0.0;Clavegueram tram 2
1;AB;2024;398;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;399;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;399;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;399;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;399;4;CA7;4;M;4.0;16.0;0.0;Canon tram 4
1;AB;2024;399;5;CA5;35.8;P;10.0;3.58;10.0;IVA canon
1;AB;2024;399;6;CL1;22;M;0.4;8.8;0.0;Clavegueram tram 1
1;AB;2024;399;7;CL2;7;M;0.6;4.2;0.0;Clavegueram tram 2
1;AB;2024;399;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;400;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;400;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;400;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;400;4;CA7;4;M;4.0;16.0;0.0;Canon tram 4
1;AB;2024;400;5;CA5;35.8;P;10.0;3.58;10.0;IVA canon
1;AB;2024;400;6;CL1;22;M;0.4;8.8;0.0;Clavegueram tram 1
1;AB;2024;400;7;CL2;7;M;0.6;4.2;0.0;Clavegueram tram 2
1;AB;2024;400;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;401;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;401;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;401;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;401;4;CA7;4;M;4.0;16.0;0.0;Canon tram 4
1;AB;2024;401;5;CA5;35.8;P;10.0;3.58;10.0;IVA canon
1;AB;2024;401;6;CL1;22;M;0.4;8.8;0.0;Clavegueram tram 1
1;AB;2024;401;7;CL2;7;M;0.6;4.2;0.0;Clavegueram tram 2
1;AB;2024;401;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;402;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;402;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;402;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;402;4;CA7;6;M;4.0;24.0;0.0;Canon tram 4
1;AB;2024;402;5;CA5;43.8;P;10.0;4.38;10.0;IVA canon
1;AB;2024;402;6;CL1;24;M;0.4;9.6;0.0;Clavegueram tram 1
1;AB;2024;402;7;CL2;9;M;0.6;5.4;0.0;Clavegueram tram 2
1;AB;2024;402;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;403;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;403;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;403;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;403;4;CA7;8;M;4.0;32.0;0.0;Canon tram 4
1;AB;2024;403;5;CA5;51.8;P;10.0;5.18;10.0;IVA canon
1;AB;2024;403;6;CL1;26;M;0.4;10.4;0.0;Clavegueram tram 1
1;AB;2024;403;7;CL2;11;M;0.6;6.6;0.0;Clavegueram tram 2
1;AB;2024;403;8;CON;1;U;1.5;1.5;10.0;Conservacio comptador
1;AB;2024;404;1;CA1;9;M;0.6;5.4;0.0;Canon tram 1
1;AB;2024;404;2;CA2;6;M;1.2;7.2;0.0;Canon tram 2
1;AB;2024;404;3;CA6;3;M;2.4;7.2;0.0;Canon tram 3
1;AB;2024;404;4;CA7;6;M;4.0;24.0;0.0;Canon tram 4
1;AB;2024;404;5;CA5;43.8;P;10.0;4.38;10.0;IVA canon
1;AB;2024;404;6;CL1;24;M;0.4;9.6;0.0;Clavegueram tram 1
